bin,coverage,frequency
744000,658,0.0177963
745000,658,0.0177963
746000,658,0.0177963
747000,658,0.0177963
748000,658,0.0177963
749000,658,0.0177963
750000,658,0.0177963
751000,658,0.0177963
752000,658,0.0177963
753000,658,0.0177963
754000,658,0.0177963
755000,660,0.0178504
756000,660,0.0178504
757000,660,0.0178504
758000,660,0.0178504
759000,660,0.0178504
760000,660,0.0178504
761000,660,0.0178504
762000,661,0.0178774
763000,661,0.0178774
764000,661,0.0178774
765000,661,0.0178774
766000,664,0.0179586
767000,664,0.0179586
768000,664,0.0179586
769000,664,0.0179586
770000,664,0.0179586
771000,664,0.0179586
772000,664,0.0179586
773000,664,0.0179586
774000,664,0.0179586
775000,664,0.0179586
776000,664,0.0179586
777000,664,0.0179586
778000,664,0.0179586
779000,664,0.0179586
780000,664,0.0179586
781000,664,0.0179586
782000,664,0.0179586
783000,664,0.0179586
784000,664,0.0179586
785000,664,0.0179586
786000,664,0.0179586
787000,664,0.0179586
788000,664,0.0179586
789000,664,0.0179586
790000,664,0.0179586
791000,664,0.0179586
792000,664,0.0179586
793000,664,0.0179586
794000,664,0.0179586
795000,664,0.0179586
796000,665,0.0179856
797000,665,0.0179856
798000,665,0.0179856
799000,665,0.0179856
8e+05,666,0.0180127
801000,666,0.0180127
802000,666,0.0180127
803000,666,0.0180127
804000,666,0.0180127
805000,666,0.0180127
806000,666,0.0180127
807000,666,0.0180127
808000,666,0.0180127
809000,666,0.0180127
810000,666,0.0180127
811000,666,0.0180127
812000,666,0.0180127
813000,666,0.0180127
814000,666,0.0180127
815000,666,0.0180127
816000,666,0.0180127
817000,666,0.0180127
818000,666,0.0180127
819000,666,0.0180127
820000,666,0.0180127
821000,666,0.0180127
822000,666,0.0180127
823000,666,0.0180127
824000,666,0.0180127
825000,666,0.0180127
826000,666,0.0180127
827000,666,0.0180127
828000,666,0.0180127
829000,666,0.0180127
830000,666,0.0180127
831000,666,0.0180127
832000,666,0.0180127
833000,666,0.0180127
834000,666,0.0180127
835000,666,0.0180127
836000,666,0.0180127
837000,666,0.0180127
838000,666,0.0180127
839000,666,0.0180127
840000,666,0.0180127
841000,666,0.0180127
842000,666,0.0180127
843000,666,0.0180127
844000,666,0.0180127
845000,666,0.0180127
846000,666,0.0180127
847000,666,0.0180127
848000,666,0.0180127
849000,666,0.0180127
850000,666,0.0180127
851000,666,0.0180127
852000,666,0.0180127
853000,666,0.0180127
854000,666,0.0180127
855000,666,0.0180127
856000,666,0.0180127
857000,666,0.0180127
858000,666,0.0180127
859000,666,0.0180127
860000,666,0.0180127
861000,666,0.0180127
862000,666,0.0180127
863000,666,0.0180127
864000,666,0.0180127
865000,666,0.0180127
866000,666,0.0180127
867000,666,0.0180127
868000,666,0.0180127
869000,666,0.0180127
870000,666,0.0180127
871000,666,0.0180127
872000,666,0.0180127
873000,666,0.0180127
874000,666,0.0180127
875000,666,0.0180127
876000,666,0.0180127
877000,666,0.0180127
878000,666,0.0180127
879000,666,0.0180127
880000,666,0.0180127
881000,666,0.0180127
882000,666,0.0180127
883000,666,0.0180127
884000,666,0.0180127
885000,666,0.0180127
886000,666,0.0180127
887000,666,0.0180127
888000,666,0.0180127
889000,666,0.0180127
890000,666,0.0180127
891000,666,0.0180127
892000,666,0.0180127
893000,666,0.0180127
894000,666,0.0180127
895000,666,0.0180127
896000,666,0.0180127
897000,667,0.0180397
898000,667,0.0180397
899000,667,0.0180397
9e+05,667,0.0180397
901000,667,0.0180397
902000,667,0.0180397
903000,667,0.0180397
904000,667,0.0180397
905000,667,0.0180397
906000,667,0.0180397
907000,667,0.0180397
908000,667,0.0180397
909000,667,0.0180397
910000,667,0.0180397
911000,667,0.0180397
912000,667,0.0180397
913000,667,0.0180397
914000,667,0.0180397
915000,667,0.0180397
916000,667,0.0180397
917000,667,0.0180397
918000,667,0.0180397
919000,667,0.0180397
920000,667,0.0180397
921000,667,0.0180397
922000,667,0.0180397
923000,667,0.0180397
924000,667,0.0180397
925000,667,0.0180397
926000,667,0.0180397
927000,667,0.0180397
928000,667,0.0180397
929000,667,0.0180397
930000,667,0.0180397
931000,667,0.0180397
932000,667,0.0180397
933000,667,0.0180397
934000,667,0.0180397
935000,667,0.0180397
936000,667,0.0180397
937000,667,0.0180397
938000,667,0.0180397
939000,667,0.0180397
940000,667,0.0180397
941000,667,0.0180397
942000,667,0.0180397
943000,667,0.0180397
944000,667,0.0180397
945000,667,0.0180397
946000,667,0.0180397
947000,667,0.0180397
948000,667,0.0180397
949000,667,0.0180397
950000,667,0.0180397
951000,667,0.0180397
952000,667,0.0180397
953000,667,0.0180397
954000,667,0.0180397
955000,667,0.0180397
956000,667,0.0180397
957000,667,0.0180397
958000,667,0.0180397
959000,667,0.0180397
960000,667,0.0180397
961000,667,0.0180397
962000,704,0.0190404
963000,704,0.0190404
964000,704,0.0190404
965000,704,0.0190404
966000,704,0.0190404
967000,704,0.0190404
968000,704,0.0190404
969000,704,0.0190404
970000,704,0.0190404
971000,704,0.0190404
972000,704,0.0190404
973000,704,0.0190404
974000,704,0.0190404
975000,704,0.0190404
976000,704,0.0190404
977000,704,0.0190404
978000,704,0.0190404
979000,704,0.0190404
980000,709,0.0191756
981000,709,0.0191756
982000,709,0.0191756
983000,709,0.0191756
984000,709,0.0191756
985000,711,0.0192297
986000,711,0.0192297
987000,711,0.0192297
988000,711,0.0192297
989000,711,0.0192297
990000,711,0.0192297
991000,711,0.0192297
992000,711,0.0192297
993000,711,0.0192297
994000,711,0.0192297
995000,711,0.0192297
996000,711,0.0192297
997000,711,0.0192297
998000,711,0.0192297
999000,711,0.0192297
1e+06,711,0.0192297
1001000,711,0.0192297
1002000,711,0.0192297
1003000,711,0.0192297
1004000,711,0.0192297
1005000,711,0.0192297
1006000,711,0.0192297
1007000,711,0.0192297
1008000,711,0.0192297
1009000,726,0.0196354
1010000,726,0.0196354
1011000,726,0.0196354
1012000,726,0.0196354
1013000,726,0.0196354
1014000,726,0.0196354
1015000,726,0.0196354
1016000,726,0.0196354
1017000,726,0.0196354
1018000,726,0.0196354
1019000,726,0.0196354
1020000,726,0.0196354
1021000,726,0.0196354
1022000,726,0.0196354
1023000,726,0.0196354
1024000,726,0.0196354
1025000,726,0.0196354
1026000,726,0.0196354
1027000,726,0.0196354
1028000,726,0.0196354
1029000,726,0.0196354
1030000,726,0.0196354
1031000,726,0.0196354
1032000,726,0.0196354
1033000,726,0.0196354
1034000,726,0.0196354
1035000,731,0.0197706
1036000,731,0.0197706
1037000,731,0.0197706
1038000,731,0.0197706
1039000,731,0.0197706
1040000,731,0.0197706
1041000,731,0.0197706
1042000,731,0.0197706
1043000,731,0.0197706
1044000,731,0.0197706
1045000,731,0.0197706
1046000,731,0.0197706
1047000,731,0.0197706
1048000,731,0.0197706
1049000,731,0.0197706
1050000,731,0.0197706
1051000,731,0.0197706
1052000,731,0.0197706
1053000,731,0.0197706
1054000,731,0.0197706
1055000,731,0.0197706
1056000,731,0.0197706
1057000,737,0.0199329
1058000,739,0.019987
1059000,739,0.019987
1060000,739,0.019987
1061000,739,0.019987
1062000,739,0.019987
1063000,739,0.019987
1064000,739,0.019987
1065000,739,0.019987
1066000,739,0.019987
1067000,739,0.019987
1068000,742,0.0200682
1069000,742,0.0200682
1070000,742,0.0200682
1071000,742,0.0200682
1072000,742,0.0200682
1073000,742,0.0200682
1074000,742,0.0200682
1075000,742,0.0200682
1076000,742,0.0200682
1077000,742,0.0200682
1078000,742,0.0200682
1079000,742,0.0200682
1080000,742,0.0200682
1081000,742,0.0200682
1082000,742,0.0200682
1083000,742,0.0200682
1084000,742,0.0200682
1085000,742,0.0200682
1086000,742,0.0200682
1087000,742,0.0200682
1088000,742,0.0200682
1089000,743,0.0200952
1090000,743,0.0200952
1091000,743,0.0200952
1092000,743,0.0200952
1093000,743,0.0200952
1094000,743,0.0200952
1095000,743,0.0200952
1096000,743,0.0200952
1097000,743,0.0200952
1098000,743,0.0200952
1099000,743,0.0200952
1100000,743,0.0200952
1101000,743,0.0200952
1102000,743,0.0200952
1103000,743,0.0200952
1104000,743,0.0200952
1105000,743,0.0200952
1106000,743,0.0200952
1107000,743,0.0200952
1108000,743,0.0200952
1109000,743,0.0200952
1110000,743,0.0200952
1111000,743,0.0200952
1112000,743,0.0200952
1113000,743,0.0200952
1114000,743,0.0200952
1115000,743,0.0200952
1116000,743,0.0200952
1117000,743,0.0200952
1118000,743,0.0200952
1119000,743,0.0200952
1120000,743,0.0200952
1121000,743,0.0200952
1122000,743,0.0200952
1123000,743,0.0200952
1124000,759,0.0205279
1125000,759,0.0205279
1126000,759,0.0205279
1127000,759,0.0205279
1128000,759,0.0205279
1129000,760,0.020555
1130000,760,0.020555
1131000,760,0.020555
1132000,760,0.020555
1133000,760,0.020555
1134000,760,0.020555
1135000,760,0.020555
1136000,760,0.020555
1137000,760,0.020555
1138000,760,0.020555
1139000,760,0.020555
1140000,760,0.020555
1141000,760,0.020555
1142000,760,0.020555
1143000,760,0.020555
1144000,760,0.020555
1145000,760,0.020555
1146000,760,0.020555
1147000,760,0.020555
1148000,760,0.020555
1149000,760,0.020555
1150000,760,0.020555
1151000,760,0.020555
1152000,760,0.020555
1153000,760,0.020555
1154000,760,0.020555
1155000,760,0.020555
1156000,760,0.020555
1157000,760,0.020555
1158000,760,0.020555
1159000,760,0.020555
1160000,760,0.020555
1161000,760,0.020555
1162000,760,0.020555
1163000,760,0.020555
1164000,760,0.020555
1165000,760,0.020555
1166000,760,0.020555
1167000,760,0.020555
1168000,760,0.020555
1169000,760,0.020555
1170000,760,0.020555
1171000,760,0.020555
1172000,760,0.020555
1173000,760,0.020555
1174000,760,0.020555
1175000,760,0.020555
1176000,760,0.020555
1177000,760,0.020555
1178000,760,0.020555
1179000,760,0.020555
1180000,760,0.020555
1181000,760,0.020555
1182000,760,0.020555
1183000,760,0.020555
1184000,760,0.020555
1185000,760,0.020555
1186000,760,0.020555
1187000,760,0.020555
1188000,760,0.020555
1189000,760,0.020555
1190000,760,0.020555
1191000,760,0.020555
1192000,760,0.020555
1193000,760,0.020555
1194000,760,0.020555
1195000,760,0.020555
1196000,760,0.020555
1197000,760,0.020555
1198000,760,0.020555
1199000,760,0.020555
1200000,760,0.020555
1201000,760,0.020555
1202000,760,0.020555
1203000,760,0.020555
1204000,760,0.020555
1205000,760,0.020555
1206000,760,0.020555
1207000,760,0.020555
1208000,760,0.020555
1209000,760,0.020555
1210000,760,0.020555
1211000,760,0.020555
1212000,779,0.0210689
1213000,779,0.0210689
1214000,779,0.0210689
1215000,779,0.0210689
1216000,779,0.0210689
1217000,779,0.0210689
1218000,779,0.0210689
1219000,779,0.0210689
1220000,779,0.0210689
1221000,779,0.0210689
1222000,783,0.021177
1223000,783,0.021177
1224000,790,0.0213664
1225000,790,0.0213664
1226000,790,0.0213664
1227000,790,0.0213664
1228000,790,0.0213664
1229000,790,0.0213664
1230000,790,0.0213664
1231000,790,0.0213664
1232000,790,0.0213664
1233000,790,0.0213664
1234000,790,0.0213664
1235000,790,0.0213664
1236000,790,0.0213664
1237000,790,0.0213664
1238000,790,0.0213664
1239000,790,0.0213664
1240000,790,0.0213664
1241000,799,0.0216098
1242000,799,0.0216098
1243000,799,0.0216098
1244000,799,0.0216098
1245000,799,0.0216098
1246000,799,0.0216098
1247000,799,0.0216098
1248000,799,0.0216098
1249000,799,0.0216098
1250000,799,0.0216098
1251000,799,0.0216098
1252000,799,0.0216098
1253000,799,0.0216098
1254000,799,0.0216098
1255000,799,0.0216098
1256000,799,0.0216098
1257000,799,0.0216098
1258000,799,0.0216098
1259000,799,0.0216098
1260000,799,0.0216098
1261000,799,0.0216098
1262000,803,0.021718
1263000,803,0.021718
1264000,803,0.021718
1265000,803,0.021718
1266000,803,0.021718
1267000,803,0.021718
1268000,803,0.021718
1269000,803,0.021718
1270000,803,0.021718
1271000,803,0.021718
1272000,803,0.021718
1273000,803,0.021718
1274000,803,0.021718
1275000,803,0.021718
1276000,803,0.021718
1277000,803,0.021718
1278000,803,0.021718
1279000,803,0.021718
1280000,803,0.021718
1281000,803,0.021718
1282000,803,0.021718
1283000,803,0.021718
1284000,803,0.021718
1285000,806,0.0217991
1286000,806,0.0217991
1287000,806,0.0217991
1288000,835,0.0225834
1289000,835,0.0225834
1290000,835,0.0225834
1291000,835,0.0225834
1292000,835,0.0225834
1293000,835,0.0225834
1294000,835,0.0225834
1295000,835,0.0225834
1296000,835,0.0225834
1297000,835,0.0225834
1298000,835,0.0225834
1299000,835,0.0225834
1300000,835,0.0225834
1301000,835,0.0225834
1302000,835,0.0225834
1303000,835,0.0225834
1304000,835,0.0225834
1305000,835,0.0225834
1306000,835,0.0225834
1307000,835,0.0225834
1308000,837,0.0226375
1309000,837,0.0226375
1310000,846,0.0228809
1311000,846,0.0228809
1312000,846,0.0228809
1313000,846,0.0228809
1314000,846,0.0228809
1315000,846,0.0228809
1316000,846,0.0228809
1317000,846,0.0228809
1318000,846,0.0228809
1319000,846,0.0228809
1320000,846,0.0228809
1321000,846,0.0228809
1322000,846,0.0228809
1323000,846,0.0228809
1324000,846,0.0228809
1325000,846,0.0228809
1326000,846,0.0228809
1327000,846,0.0228809
1328000,846,0.0228809
1329000,846,0.0228809
