bin,coverage,frequency
738000,51,0.0102616
739000,51,0.0102616
740000,51,0.0102616
741000,51,0.0102616
742000,51,0.0102616
743000,51,0.0102616
744000,51,0.0102616
745000,51,0.0102616
746000,51,0.0102616
747000,51,0.0102616
748000,51,0.0102616
749000,51,0.0102616
750000,51,0.0102616
751000,51,0.0102616
752000,51,0.0102616
753000,51,0.0102616
754000,51,0.0102616
755000,51,0.0102616
756000,51,0.0102616
757000,51,0.0102616
758000,51,0.0102616
759000,51,0.0102616
760000,51,0.0102616
761000,51,0.0102616
762000,51,0.0102616
763000,51,0.0102616
764000,51,0.0102616
765000,51,0.0102616
766000,51,0.0102616
767000,51,0.0102616
768000,51,0.0102616
769000,51,0.0102616
770000,51,0.0102616
771000,51,0.0102616
772000,51,0.0102616
773000,51,0.0102616
774000,51,0.0102616
775000,51,0.0102616
776000,51,0.0102616
777000,51,0.0102616
778000,51,0.0102616
779000,51,0.0102616
780000,51,0.0102616
781000,51,0.0102616
782000,51,0.0102616
783000,51,0.0102616
784000,51,0.0102616
785000,51,0.0102616
786000,51,0.0102616
787000,51,0.0102616
788000,51,0.0102616
789000,51,0.0102616
790000,51,0.0102616
791000,51,0.0102616
792000,51,0.0102616
793000,51,0.0102616
794000,51,0.0102616
795000,51,0.0102616
796000,51,0.0102616
797000,51,0.0102616
798000,51,0.0102616
799000,51,0.0102616
8e+05,51,0.0102616
801000,51,0.0102616
802000,51,0.0102616
803000,51,0.0102616
804000,51,0.0102616
805000,51,0.0102616
806000,51,0.0102616
807000,51,0.0102616
808000,51,0.0102616
809000,51,0.0102616
810000,51,0.0102616
811000,51,0.0102616
812000,51,0.0102616
813000,51,0.0102616
814000,51,0.0102616
815000,51,0.0102616
816000,51,0.0102616
817000,51,0.0102616
818000,51,0.0102616
819000,51,0.0102616
820000,51,0.0102616
821000,51,0.0102616
822000,51,0.0102616
823000,51,0.0102616
824000,51,0.0102616
825000,51,0.0102616
826000,51,0.0102616
827000,51,0.0102616
828000,51,0.0102616
829000,51,0.0102616
830000,51,0.0102616
831000,51,0.0102616
832000,51,0.0102616
833000,51,0.0102616
834000,51,0.0102616
835000,51,0.0102616
836000,51,0.0102616
837000,51,0.0102616
838000,51,0.0102616
839000,51,0.0102616
840000,51,0.0102616
841000,51,0.0102616
842000,51,0.0102616
843000,51,0.0102616
844000,51,0.0102616
845000,51,0.0102616
846000,51,0.0102616
847000,51,0.0102616
848000,51,0.0102616
849000,51,0.0102616
850000,51,0.0102616
851000,51,0.0102616
852000,51,0.0102616
853000,51,0.0102616
854000,51,0.0102616
855000,51,0.0102616
856000,51,0.0102616
857000,51,0.0102616
858000,51,0.0102616
859000,51,0.0102616
860000,51,0.0102616
861000,51,0.0102616
862000,51,0.0102616
863000,51,0.0102616
864000,51,0.0102616
865000,51,0.0102616
866000,51,0.0102616
867000,51,0.0102616
868000,51,0.0102616
869000,51,0.0102616
870000,51,0.0102616
871000,51,0.0102616
872000,51,0.0102616
873000,51,0.0102616
874000,51,0.0102616
875000,51,0.0102616
876000,51,0.0102616
877000,51,0.0102616
878000,51,0.0102616
879000,51,0.0102616
880000,51,0.0102616
881000,51,0.0102616
882000,51,0.0102616
883000,51,0.0102616
884000,51,0.0102616
885000,51,0.0102616
886000,51,0.0102616
887000,51,0.0102616
888000,51,0.0102616
889000,51,0.0102616
890000,51,0.0102616
891000,51,0.0102616
892000,51,0.0102616
893000,51,0.0102616
894000,51,0.0102616
895000,51,0.0102616
896000,51,0.0102616
897000,51,0.0102616
898000,51,0.0102616
899000,51,0.0102616
9e+05,51,0.0102616
901000,51,0.0102616
902000,51,0.0102616
903000,51,0.0102616
904000,51,0.0102616
905000,51,0.0102616
906000,51,0.0102616
907000,51,0.0102616
908000,51,0.0102616
909000,51,0.0102616
910000,51,0.0102616
911000,51,0.0102616
912000,51,0.0102616
913000,51,0.0102616
914000,51,0.0102616
915000,51,0.0102616
916000,51,0.0102616
917000,51,0.0102616
918000,51,0.0102616
919000,51,0.0102616
920000,51,0.0102616
921000,51,0.0102616
922000,51,0.0102616
923000,51,0.0102616
924000,51,0.0102616
925000,51,0.0102616
926000,51,0.0102616
927000,51,0.0102616
928000,51,0.0102616
929000,51,0.0102616
930000,51,0.0102616
931000,51,0.0102616
932000,51,0.0102616
933000,51,0.0102616
934000,51,0.0102616
935000,51,0.0102616
936000,51,0.0102616
937000,51,0.0102616
938000,51,0.0102616
939000,51,0.0102616
940000,51,0.0102616
941000,51,0.0102616
942000,51,0.0102616
943000,51,0.0102616
944000,51,0.0102616
945000,51,0.0102616
946000,51,0.0102616
947000,51,0.0102616
948000,51,0.0102616
949000,51,0.0102616
950000,51,0.0102616
951000,51,0.0102616
952000,51,0.0102616
953000,51,0.0102616
954000,51,0.0102616
955000,51,0.0102616
956000,51,0.0102616
957000,51,0.0102616
958000,51,0.0102616
959000,51,0.0102616
960000,51,0.0102616
961000,51,0.0102616
962000,57,0.0114688
963000,57,0.0114688
964000,57,0.0114688
965000,57,0.0114688
966000,57,0.0114688
967000,57,0.0114688
968000,57,0.0114688
969000,57,0.0114688
970000,57,0.0114688
971000,57,0.0114688
972000,57,0.0114688
973000,57,0.0114688
974000,57,0.0114688
975000,57,0.0114688
976000,57,0.0114688
977000,57,0.0114688
978000,57,0.0114688
979000,57,0.0114688
980000,57,0.0114688
981000,57,0.0114688
982000,57,0.0114688
983000,57,0.0114688
984000,57,0.0114688
985000,57,0.0114688
986000,57,0.0114688
987000,57,0.0114688
988000,57,0.0114688
989000,57,0.0114688
990000,57,0.0114688
991000,57,0.0114688
992000,57,0.0114688
993000,57,0.0114688
994000,57,0.0114688
995000,57,0.0114688
996000,57,0.0114688
997000,57,0.0114688
998000,57,0.0114688
999000,57,0.0114688
1e+06,57,0.0114688
1001000,57,0.0114688
1002000,57,0.0114688
1003000,57,0.0114688
1004000,57,0.0114688
1005000,57,0.0114688
1006000,57,0.0114688
1007000,57,0.0114688
1008000,57,0.0114688
1009000,57,0.0114688
1010000,57,0.0114688
1011000,57,0.0114688
1012000,57,0.0114688
1013000,57,0.0114688
1014000,57,0.0114688
1015000,57,0.0114688
1016000,57,0.0114688
1017000,57,0.0114688
1018000,57,0.0114688
1019000,57,0.0114688
1020000,57,0.0114688
1021000,57,0.0114688
1022000,57,0.0114688
1023000,57,0.0114688
1024000,57,0.0114688
1025000,57,0.0114688
1026000,57,0.0114688
1027000,57,0.0114688
1028000,57,0.0114688
1029000,57,0.0114688
1030000,57,0.0114688
1031000,57,0.0114688
1032000,57,0.0114688
1033000,57,0.0114688
1034000,57,0.0114688
1035000,58,0.01167
1036000,58,0.01167
1037000,58,0.01167
1038000,58,0.01167
1039000,58,0.01167
1040000,58,0.01167
1041000,58,0.01167
1042000,58,0.01167
1043000,58,0.01167
1044000,58,0.01167
1045000,58,0.01167
1046000,58,0.01167
1047000,58,0.01167
1048000,58,0.01167
1049000,58,0.01167
1050000,58,0.01167
1051000,58,0.01167
1052000,58,0.01167
1053000,58,0.01167
1054000,58,0.01167
1055000,58,0.01167
1056000,59,0.0118712
1057000,59,0.0118712
1058000,59,0.0118712
1059000,59,0.0118712
1060000,59,0.0118712
1061000,59,0.0118712
1062000,59,0.0118712
1063000,59,0.0118712
1064000,59,0.0118712
1065000,59,0.0118712
1066000,59,0.0118712
1067000,59,0.0118712
1068000,59,0.0118712
1069000,59,0.0118712
1070000,59,0.0118712
1071000,59,0.0118712
1072000,59,0.0118712
1073000,59,0.0118712
1074000,59,0.0118712
1075000,59,0.0118712
1076000,59,0.0118712
1077000,59,0.0118712
1078000,59,0.0118712
1079000,59,0.0118712
1080000,59,0.0118712
1081000,59,0.0118712
1082000,59,0.0118712
1083000,59,0.0118712
1084000,59,0.0118712
1085000,59,0.0118712
1086000,59,0.0118712
1087000,59,0.0118712
1088000,59,0.0118712
1089000,59,0.0118712
1090000,59,0.0118712
1091000,59,0.0118712
1092000,59,0.0118712
1093000,59,0.0118712
1094000,59,0.0118712
1095000,59,0.0118712
1096000,59,0.0118712
1097000,59,0.0118712
1098000,59,0.0118712
1099000,59,0.0118712
1100000,59,0.0118712
1101000,59,0.0118712
1102000,59,0.0118712
1103000,59,0.0118712
1104000,59,0.0118712
1105000,59,0.0118712
1106000,59,0.0118712
1107000,59,0.0118712
1108000,59,0.0118712
1109000,59,0.0118712
1110000,59,0.0118712
1111000,59,0.0118712
1112000,59,0.0118712
1113000,59,0.0118712
1114000,59,0.0118712
1115000,59,0.0118712
1116000,59,0.0118712
1117000,59,0.0118712
1118000,59,0.0118712
1119000,59,0.0118712
1120000,59,0.0118712
1121000,59,0.0118712
1122000,59,0.0118712
1123000,59,0.0118712
1124000,59,0.0118712
1125000,59,0.0118712
1126000,59,0.0118712
1127000,59,0.0118712
1128000,59,0.0118712
1129000,61,0.0122736
1130000,61,0.0122736
1131000,61,0.0122736
1132000,61,0.0122736
1133000,61,0.0122736
1134000,61,0.0122736
1135000,61,0.0122736
1136000,61,0.0122736
1137000,61,0.0122736
1138000,61,0.0122736
1139000,61,0.0122736
1140000,61,0.0122736
1141000,61,0.0122736
1142000,61,0.0122736
1143000,61,0.0122736
1144000,61,0.0122736
1145000,61,0.0122736
1146000,61,0.0122736
1147000,61,0.0122736
1148000,61,0.0122736
1149000,61,0.0122736
1150000,61,0.0122736
1151000,61,0.0122736
1152000,61,0.0122736
1153000,61,0.0122736
1154000,61,0.0122736
1155000,61,0.0122736
1156000,61,0.0122736
1157000,61,0.0122736
1158000,61,0.0122736
1159000,61,0.0122736
1160000,61,0.0122736
1161000,61,0.0122736
1162000,61,0.0122736
1163000,61,0.0122736
1164000,61,0.0122736
1165000,61,0.0122736
1166000,61,0.0122736
1167000,61,0.0122736
1168000,61,0.0122736
1169000,61,0.0122736
1170000,61,0.0122736
1171000,61,0.0122736
1172000,61,0.0122736
1173000,61,0.0122736
1174000,61,0.0122736
1175000,61,0.0122736
1176000,61,0.0122736
1177000,61,0.0122736
1178000,61,0.0122736
1179000,61,0.0122736
1180000,61,0.0122736
1181000,61,0.0122736
1182000,61,0.0122736
1183000,61,0.0122736
1184000,61,0.0122736
1185000,61,0.0122736
1186000,61,0.0122736
1187000,61,0.0122736
1188000,61,0.0122736
1189000,61,0.0122736
1190000,61,0.0122736
1191000,61,0.0122736
1192000,61,0.0122736
1193000,61,0.0122736
1194000,61,0.0122736
1195000,61,0.0122736
1196000,61,0.0122736
1197000,61,0.0122736
1198000,61,0.0122736
1199000,61,0.0122736
1200000,61,0.0122736
1201000,61,0.0122736
1202000,61,0.0122736
1203000,61,0.0122736
1204000,61,0.0122736
1205000,61,0.0122736
1206000,61,0.0122736
1207000,61,0.0122736
1208000,61,0.0122736
1209000,61,0.0122736
1210000,61,0.0122736
1211000,61,0.0122736
1212000,63,0.0126761
1213000,63,0.0126761
1214000,63,0.0126761
1215000,63,0.0126761
1216000,63,0.0126761
1217000,63,0.0126761
1218000,63,0.0126761
1219000,63,0.0126761
1220000,63,0.0126761
1221000,63,0.0126761
1222000,63,0.0126761
1223000,63,0.0126761
1224000,63,0.0126761
1225000,63,0.0126761
1226000,63,0.0126761
1227000,63,0.0126761
1228000,63,0.0126761
1229000,63,0.0126761
1230000,63,0.0126761
1231000,63,0.0126761
1232000,63,0.0126761
1233000,63,0.0126761
1234000,63,0.0126761
1235000,63,0.0126761
1236000,63,0.0126761
1237000,63,0.0126761
1238000,63,0.0126761
1239000,63,0.0126761
1240000,63,0.0126761
1241000,68,0.0136821
1242000,68,0.0136821
1243000,68,0.0136821
1244000,68,0.0136821
1245000,68,0.0136821
1246000,68,0.0136821
1247000,68,0.0136821
1248000,68,0.0136821
1249000,68,0.0136821
1250000,68,0.0136821
1251000,68,0.0136821
1252000,68,0.0136821
1253000,68,0.0136821
1254000,68,0.0136821
1255000,68,0.0136821
1256000,68,0.0136821
1257000,68,0.0136821
1258000,68,0.0136821
1259000,68,0.0136821
1260000,68,0.0136821
1261000,68,0.0136821
1262000,69,0.0138833
1263000,69,0.0138833
1264000,69,0.0138833
1265000,69,0.0138833
1266000,69,0.0138833
1267000,69,0.0138833
1268000,69,0.0138833
1269000,69,0.0138833
1270000,69,0.0138833
1271000,69,0.0138833
1272000,69,0.0138833
1273000,69,0.0138833
1274000,69,0.0138833
1275000,69,0.0138833
1276000,69,0.0138833
1277000,69,0.0138833
1278000,69,0.0138833
1279000,69,0.0138833
1280000,69,0.0138833
1281000,69,0.0138833
1282000,69,0.0138833
1283000,69,0.0138833
1284000,69,0.0138833
1285000,72,0.0144869
1286000,72,0.0144869
1287000,72,0.0144869
1288000,74,0.0148893
1289000,74,0.0148893
1290000,74,0.0148893
1291000,74,0.0148893
1292000,74,0.0148893
1293000,74,0.0148893
1294000,74,0.0148893
1295000,74,0.0148893
1296000,74,0.0148893
1297000,74,0.0148893
1298000,74,0.0148893
1299000,74,0.0148893
1300000,74,0.0148893
1301000,74,0.0148893
1302000,74,0.0148893
1303000,74,0.0148893
1304000,74,0.0148893
1305000,74,0.0148893
1306000,74,0.0148893
1307000,74,0.0148893
1308000,74,0.0148893
1309000,74,0.0148893
1310000,74,0.0148893
1311000,74,0.0148893
1312000,74,0.0148893
1313000,74,0.0148893
1314000,74,0.0148893
1315000,74,0.0148893
1316000,74,0.0148893
